K,max_prod_K,mean_prod_K,max_unique_obs_K,mean_unique_obs_K,max_unique_action_K,min_repeat_K,mean_repeat_K,max_repeat_K,nav_fraction_K,task_id,label,reward_var,task_type,unique_action_ratio,unique_prefix_ratio,action_bigram_jaccard_mean,prefix_edit_distance_mean,obs_unique_ratio,termination_fraction,action_entropy
15,7,1.75,13,9.75,11,0.0,0.1037878787878788,0.2666666666666667,0.8372093023255814,pick_and_place_simple-Vase-None-CoffeeTable-207/trial_T20190909_091246_807206,mixed,0.109375,pick_and_place_simple,0.25,0.5,0.542048938333768,0.369047619047619,0.25,0.875,0.1811881477331988
20,12,2.375,13,9.75,11,0.0,0.12670454545454546,0.44999999999999996,0.7912087912087912,pick_and_place_simple-Vase-None-CoffeeTable-207/trial_T20190909_091246_807206,mixed,0.109375,pick_and_place_simple,0.25,0.5,0.542048938333768,0.3392857142857143,0.25,0.875,0.1811881477331988
10,4,2.875,7,3.875,6,0.0,0.06785714285714285,0.19999999999999996,0.30303030303030304,look_at_obj_in_light-Vase-None-DeskLamp-303/trial_T20190907_150418_457594,all_succeed,0.0,look_at_obj_in_light,0.125,0.5,0.6126108018965162,0.28214285714285714,0.125,1.0,-0.0
15,4,2.875,7,3.875,6,0.0,0.06785714285714285,0.19999999999999996,0.30303030303030304,look_at_obj_in_light-Vase-None-DeskLamp-303/trial_T20190907_150418_457594,all_succeed,0.0,look_at_obj_in_light,0.125,0.5,0.6126108018965162,0.1880952380952381,0.125,1.0,-0.0
20,4,2.875,7,3.875,6,0.0,0.06785714285714285,0.19999999999999996,0.30303030303030304,look_at_obj_in_light-Vase-None-DeskLamp-303/trial_T20190907_150418_457594,all_succeed,0.0,look_at_obj_in_light,0.125,0.5,0.6126108018965162,0.14107142857142857,0.125,1.0,-0.0
10,5,5.0,10,10.0,10,0.0,0.0,0.0,0.5,pick_clean_then_place_in_recep-ButterKnife-None-CounterTop-8/trial_T20190909_105559_983897,mixed,0.109375,pick_clean_then_place_in_recep,0.375,0.375,0.6021978021978022,0.5928571428571429,0.375,0.0,0.4685463540765222
15,7,7.0,15,15.0,15,0.0,0.0,0.0,0.5333333333333333,pick_clean_then_place_in_recep-ButterKnife-None-CounterTop-8/trial_T20190909_105559_983897,mixed,0.109375,pick_clean_then_place_in_recep,0.5,0.625,0.6284679089026916,0.6047619047619047,0.375,0.0,0.5833333333333334
20,10,9.25,20,20.0,20,0.0,0.05,0.19999999999999996,0.5375,pick_clean_then_place_in_recep-ButterKnife-None-CounterTop-8/trial_T20190909_105559_983897,mixed,0.109375,pick_clean_then_place_in_recep,1.0,1.0,0.6518428342519206,0.6446428571428572,1.0,0.0,1.0
10,9,6.0,8,5.375,8,0.0,0.33576388888888886,0.6,0.25,look_at_obj_in_light-Statue-None-DeskLamp-216/trial_T20190909_193045_208933,mixed,0.1875,look_at_obj_in_light,0.5,1.0,0.7070513811585241,0.6142857142857142,0.5,0.5,0.5833333333333334
15,13,7.25,8,5.625,8,0.0,0.34826388888888893,0.7333333333333334,0.22666666666666666,look_at_obj_in_light-Statue-None-DeskLamp-216/trial_T20190909_193045_208933,mixed,0.1875,look_at_obj_in_light,0.375,1.0,0.669920858786405,0.5738095238095238,0.375,0.75,0.353759374819711
20,18,8.125,9,5.75,8,0.0,0.3732638888888889,0.8,0.21686746987951808,look_at_obj_in_light-Statue-None-DeskLamp-216/trial_T20190909_193045_208933,mixed,0.1875,look_at_obj_in_light,0.375,1.0,0.6775374282948364,0.5446428571428571,0.375,0.75,0.353759374819711
10,3,2.875,10,10.0,10,0.0,0.024999999999999994,0.09999999999999998,0.7125,pick_and_place_simple-Book-None-SideTable-329/trial_T20190908_050633_745514,all_succeed,0.0,pick_and_place_simple,0.75,0.75,0.4031325817040103,0.25,0.75,0.0,0.8018796874098554
15,4,3.25,13,11.375,12,0.0,0.08836996336996339,0.15384615384615385,0.7346938775510204,pick_and_place_simple-Book-None-SideTable-329/trial_T20190908_050633_745514,all_succeed,0.0,pick_and_place_simple,0.125,0.75,0.4064312088471752,0.2547619047619048,0.125,1.0,-0.0
20,4,3.25,13,11.375,12,0.0,0.08836996336996339,0.15384615384615385,0.7346938775510204,pick_and_place_simple-Book-None-SideTable-329/trial_T20190908_050633_745514,all_succeed,0.0,pick_and_place_simple,0.125,0.75,0.3924716477500091,0.19107142857142856,0.125,1.0,-0.0
10,4,2.625,10,7.75,10,0.0,0.11249999999999999,0.6,0.6911764705882353,pick_heat_then_place_in_recep-Mug-None-Cabinet-26/trial_T20190909_062333_424779,mixed,0.1875,pick_heat_then_place_in_recep,0.75,1.0,0.8255985086342229,0.7464285714285713,0.75,0.375,0.8018796874098554
15,6,3.5,14,9.125,13,0.0,0.21785714285714286,0.7333333333333334,0.6853932584269663,pick_heat_then_place_in_recep-Mug-None-Cabinet-26/trial_T20190909_062333_424779,mixed,0.1875,pick_heat_then_place_in_recep,0.625,1.0,0.8191047635776185,0.7619047619047619,0.5,0.5,0.6666666666666666
20,7,3.875,16,9.875,15,0.0,0.23881302521008402,0.8,0.693069306930693,pick_heat_then_place_in_recep-Mug-None-Cabinet-26/trial_T20190909_062333_424779,mixed,0.1875,pick_heat_then_place_in_recep,0.375,1.0,0.7946471260569005,0.7446428571428572,0.5,0.625,0.43293164689846614
